"","x"
"1",0.949470899470899
"2",0.958001063264221
"3",0.910314111579934
"4",0.913149209657808
"5",0.875298614429049
"6",0.930253623188406
"7",0.903235653235653
"8",0.914511494252874
"9",0.894927536231884
"10",0.81002243829469
