"","x"
"1",0.949470899470899
"2",0.963849016480596
"3",0.903984997655884
"4",0.921921139482369
"5",0.878404204491161
"6",0.930253623188406
"7",0.905982905982906
"8",0.93139367816092
"9",0.894927536231884
"10",0.81002243829469
