"","x"
"1",0.804547777210015
"2",0.854437869822485
"3",0.721053997923157
"4",0.706922956098327
"5",0.77955500381971
"6",0.73581560283688
"7",0.768415906127771
"8",0.82191265060241
"9",0.814051757066463
"10",0.733815252923533
